game_card_id,base_id,swogi_card_id,name_en,name_zh,hp_cost,qi_cost,category,phase,level,text_zh,text_en
10006,6,623032,Flame Flutter,灯焰飞舞,0,0,character_specific,3,2,"4攻
施加2～4层[内伤]","4 ATK
Apply 2～4 stack(s) of [Internal Injury]"
20006,6,623033,Flame Flutter,灯焰飞舞,0,0,character_specific,3,3,"5攻
施加3～5层[内伤]","5 ATK
Apply 3～5 stack(s) of [Internal Injury]"
7,7,624031,Rotary Divination Hexagram,旋灯占卦,0,0,character_specific,4,1,"[卦象]+4
对方生命减2
对方灵气减1","[Hexagram]+4
Opponent lose 2 HP
Opponent lose 1 Qi"
10007,7,624032,Rotary Divination Hexagram,旋灯占卦,0,0,character_specific,4,2,"[卦象]+5
对方生命减3
对方灵气减2","[Hexagram]+5
Opponent lose 3 HP
Opponent lose 2 Qi"
20007,7,624033,Rotary Divination Hexagram,旋灯占卦,0,0,character_specific,4,3,"[卦象]+6
对方生命减4
对方灵气减3","[Hexagram]+6
Opponent lose 4 HP
Opponent lose 3 Qi"
8,8,612011,Cloud Sword - Cat Paw,云剑•猫爪,0,0,character_specific,2,1,"4攻×2
此牌攻击时[无视防御]","4 ATK × 2
This card's attacks Ignore DEF"
10008,8,612012,Cloud Sword - Cat Paw,云剑•猫爪,0,0,character_specific,2,2,"6攻×2
此牌攻击时[无视防御]","6 ATK × 2
This card's attacks Ignore DEF"
20008,8,612013,Cloud Sword - Cat Paw,云剑•猫爪,0,0,character_specific,2,3,"8攻×2
此牌攻击时[无视防御]","8 ATK × 2
This card's attacks Ignore DEF"
9,9,614031,Spirit Cat Chaos Sword,灵猫乱剑,0,0,character_specific,4,1,"2攻×2
每保留1张手牌追加1次攻击（最多追加3次）","2 ATK × 2
Make an additional attack for every remaining hand card (up to 3)"
10009,9,614032,Spirit Cat Chaos Sword,灵猫乱剑,0,0,character_specific,4,2,"2攻×3
每保留1张手牌追加1次攻击（最多追加3次）","2 ATK × 3
Make an additional attack for every remaining hand card (up to 3)"
20009,9,614033,Spirit Cat Chaos Sword,灵猫乱剑,0,0,character_specific,4,3,"2攻×4
每保留1张手牌追加1次攻击（最多追加3次）","2 ATK × 4
Make an additional attack for every remaining hand card (up to 3)"
10,10,623021,Starburst,星爆术,0,0,character_specific,3,1,"8攻
若有[星力]，则减1[星力]且此牌多8攻","8 ATK
If you have [Star Power], remove 1 [Star Power] and this card has 8 more ATK"
10010,10,623022,Starburst,星爆术,0,0,character_specific,3,2,"10攻
若有[星力]，则减1[星力]且此牌多10攻","10 ATK
If you have [Star Power], remove 1 [Star Power] and this card has 10 more ATK"
20010,10,623023,Starburst,星爆术,0,0,character_specific,3,3,"12攻
若有[星力]，则减1[星力]且此牌多13攻","12 ATK
If you have [Star Power], remove 1 [Star Power] and this card has 13 more ATK"
11,11,624011,Heptastar Soulstat,七星定魂,0,0,character_specific,4,1,"对方减4生命
令对方无法行动1回合","Opponent loses 4 HP
Make the opponent unable to act for 1 turn"
10011,11,624012,Heptastar Soulstat,七星定魂,0,0,character_specific,4,2,"对方减9生命
令对方无法行动1回合","Opponent loses 9 HP
Make the opponent unable to act for 1 turn"
20011,11,624013,Heptastar Soulstat,七星定魂,0,0,character_specific,4,3,"对方减14生命
令对方无法行动1回合","Opponent loses 14 HP
Make the opponent unable to act for 1 turn"
12,12,622011,Only Traces,飞鸿踏雪,0,0,character_specific,2,1,"[灵气]+3
[后招]：[再次行动]","[Qi]+3
[Post Action]: [Chase]"
10012,12,622012,Only Traces,飞鸿踏雪,0,0,character_specific,2,2,"[灵气]+3
[再次行动]
[后招]：生命+1","[Qi]+3
[Chase]
[Post Action]: HP+1"
20012,12,622013,Only Traces,飞鸿踏雪,0,0,character_specific,2,3,"[灵气]+4
[再次行动]
[后招]：生命+1","[Qi]+4
[Chase]
[Post Action]: HP+1"
13,13,633021,Gourd Of Leisurely,悠然葫芦,0,0,character_specific,3,1,"[灵气]+1
生命+3
若已激活任意[五行]则[再次行动]","[Qi]+1
HP+3
If any [Five Elements] has been activated, [Chase]"
10013,13,633022,Gourd Of Leisurely,悠然葫芦,0,0,character_specific,3,2,"[灵气]+2
生命+5
若已激活任意[五行]则[再次行动]","[Qi]+2
HP+5
If any [Five Elements] has been activated, [Chase]"
20013,13,633023,Gourd Of Leisurely,悠然葫芦,0,0,character_specific,3,3,"[灵气]+3
生命+7
若已激活任意[五行]则[再次行动]","[Qi]+3
HP+7
If any [Five Elements] has been activated, [Chase]"
15,15,614021,Cloud Sword - Pray Rain,云剑•唤雨,0,0,character_specific,4,1,"2攻×3
[灵气]+1
获得2层[恢复]
[连云]：将最多2层[恢复]转为[加攻]","2 ATK × 3
[Qi]+1
Gain 2 [Regeneration]
[Cloud Hit]: Convert up to 2 [Regeneration] to [Increase ATK]"
10015,15,614022,Cloud Sword - Pray Rain,云剑•唤雨,0,0,character_specific,4,2,"2攻×4
[灵气]+1
获得2层[恢复]
[连云]：将最多3层[恢复]转为[加攻]","2 ATK × 4
[Qi]+1
Gain 2 [Regeneration]
[Cloud Hit]: Convert up to 3 [Regeneration] to [Increase ATK]"
20015,15,614023,Cloud Sword - Pray Rain,云剑•唤雨,0,0,character_specific,4,3,"2攻×5
[灵气]+1
获得2层[恢复]
[连云]：将最多4层[恢复]转为[加攻]","2 ATK × 5
[Qi]+1
Gain 2 [Regeneration]
[Cloud Hit]: Convert up to 4 [Regeneration] to [Increase ATK]"
16,16,615021,Sky Delicate Bracelet,九霄玲珑镯,0,1,character_specific,5,1,"[防]+9
获得1层[护体]
[再次行动]","[DEF]+9
Gain 1 stack of [Guard Up]
[Chase]"
10016,16,615022,Sky Delicate Bracelet,九霄玲珑镯,0,1,character_specific,5,2,"[防]+9
获得2层[护体]
[再次行动]","[DEF]+9
Gain 2 stacks of [Guard Up]
[Chase]"
20016,16,615023,Sky Delicate Bracelet,九霄玲珑镯,0,1,character_specific,5,3,"[防]+9
获得3层[护体]
[再次行动]","[DEF]+9
Gain 3 stacks of [Guard Up]
[Chase]"
17,17,634031,Water Spirit - Spring Rain,水灵•春雨,0,1,character_specific,4,1,"生命及上限+4
[持续]：自身每回合开始时加1层[水势]","HP and Max HP+4
[Continuous]: At the beginning of your turn, gain 1 stack of [Force of Water]"
10017,17,634032,Water Spirit - Spring Rain,水灵•春雨,0,1,character_specific,4,2,"生命及上限+10
[持续]：自身每回合开始时加1层[水势]","HP and Max HP+10
[Continuous]: At the beginning of your turn, gain 1 stack of [Force of Water]"
20017,17,634033,Water Spirit - Spring Rain,水灵•春雨,0,1,character_specific,4,3,"生命及上限+16
[持续]：自身每回合开始时加1层[水势]","HP and Max HP+16
[Continuous]: At the beginning of your turn, gain 1 stack of [Force of Water]"
18,18,634011,Metal Spirit - Vigorous,金灵•刚劲,0,0,character_specific,4,1,"5攻
[金灵]：每有1层[锋锐]多1攻，但不触发[锋锐]","5 ATK
[Metal Spirit]: For every stack of [Penetrate] this card add 1 ATK, but will not trigger the effect of [Penetrate]"
10018,18,634012,Metal Spirit - Vigorous,金灵•刚劲,0,0,character_specific,4,2,"10攻
[金灵]：每有1层[锋锐]多1攻，但不触发[锋锐]","10 ATK
[Metal Spirit]: For every stack of [Penetrate] this card add 1 ATK, but will not trigger the effect of [Penetrate]"
20018,18,634013,Metal Spirit - Vigorous,金灵•刚劲,0,0,character_specific,4,3,"15攻
[金灵]：每有1层[锋锐]多1攻，但不触发[锋锐]","15 ATK
[Metal Spirit]: For every stack of [Penetrate] this card add 1 ATK, but will not trigger the effect of [Penetrate]"
19,19,611031,Clear Heart Sword Embryo,澄心剑胚,0,0,character_specific,1,1,"7攻
根据仙命选择附加对应效果","7 ATK
Effects according to your choice of Immortal Fate"
10019,19,611032,,澄心剑胚,0,0,character_specific,2,2,"7攻
根据仙命选择附加对应效果",
20019,19,611033,,澄心剑胚,0,0,character_specific,3,3,"7攻
根据仙命选择附加对应效果",
30019,19,611034,,澄心剑胚,0,0,character_specific,4,4,"7攻
根据仙命选择附加对应效果",
40019,19,611035,,澄心剑胚,0,0,character_specific,5,5,"7攻
根据仙命选择附加对应效果",
20,20,632011,Wood Spirit - Peach Blossom Seal,木灵•桃花印,0,0,character_specific,2,1,"2攻×2
[灵气]+2
[激活木灵]","2 ATK × 2
[Qi]+2
[Activate Wood Spirit]"
10020,20,632012,Wood Spirit - Peach Blossom Seal,木灵•桃花印,0,0,character_specific,2,2,"2攻×3
[灵气]+3
[激活木灵]","2 ATK × 3
[Qi]+3
[Activate Wood Spirit]"
20020,20,632013,Wood Spirit - Peach Blossom Seal,木灵•桃花印,0,0,character_specific,2,3,"2攻×4
[灵气]+4
[激活木灵]","2 ATK × 4
[Qi]+4
[Activate Wood Spirit]"
21,21,635011,Earth Spirit - Landslide,土灵•山崩,0,0,character_specific,5,1,"8攻
[土灵]：自身[防]减半，每减1点多3[攻]","8 ATK
[Earth Spirit]: [DEF] halved, for each reduced point add 3 more [ATK]"
10021,21,635012,Earth Spirit - Landslide,土灵•山崩,0,0,character_specific,5,2,"15攻
[土灵]：自身[防]减半，每减1点多3[攻]","15 ATK
[Earth Spirit]: [DEF] halved, for each reduced point add 3 more [ATK]"
20021,21,635013,Earth Spirit - Landslide,土灵•山崩,0,0,character_specific,5,3,"15攻
[土灵]：自身[防]减半，每减1点多4[攻]","15 ATK
[Earth Spirit]: [DEF] halved, for each reduced point add 4 more [ATK]"
22,22,621011,Perfectly Planned,算无遗策,0,0,character_specific,1,1,"[灵气]+1
[卦象]+1
后1格[成为星位]","[Qi]+1
[Hexagram]+1
The next slot [Become Star Point]"
10022,22,621012,Perfectly Planned,算无遗策,0,0,character_specific,1,2,"[灵气]+1
[卦象]+1
后1格[成为星位]
[星力]+1","[Qi]+1
[Hexagram]+1
The next slot [Become Star Point]
[Star Power]+1"
20022,22,621013,Perfectly Planned,算无遗策,0,0,character_specific,1,3,"[灵气]+1
[卦象]+1
后1格[成为星位]
[星力]+1
生命及上限+4","[Qi]+1
[Hexagram]+1
The next slot [Become Star Point]
[Star Power]+1
HP and Max HP+4"
23,23,625011,Star Moon Folding Fan,星月折扇,0,0,character_specific,5,1,"若[灵气]≥1则加1[星力]
若[星力]≥3则[再次行动]
[持续]：[星位]上的牌[灵气]消耗减1","If [Qi]≥1, [Star Power]+1
If [Star Power]≥3, [Chase]
[Continuous]: The [Qi] cost of cards on [Star Point] are reduced by 1"
10023,23,625012,Star Moon Folding Fan,星月折扇,0,0,character_specific,5,2,"若[灵气]≥1则加2[星力]
若[星力]≥3则[再次行动]
[持续]：[星位]上的牌[灵气]消耗减1","If [Qi]≥1, [Star Power]+2
If [Star Power]≥3, [Chase]
[Continuous]: The [Qi] cost of cards on [Star Point] are reduced by 1"
20023,23,625013,Star Moon Folding Fan,星月折扇,0,0,character_specific,5,3,"若[灵气]≥1则加3[星力]
若[星力]≥3则[再次行动]
[持续]：[星位]上的牌[灵气]消耗减1","If [Qi]≥1, [Star Power]+3
If [Star Power]≥3, [Chase]
[Continuous]: The [Qi] cost of cards on [Star Point] are reduced by 1"
28,28,623011,Ultimate Hexagram Base,无极卦盘,0,0,character_specific,3,1,[持续]：自身每回合开始时加1[卦象],"[Continuous]: At the beginning of your turn, add 1 [Hexagram]"
10028,28,623012,Ultimate Hexagram Base,无极卦盘,0,0,character_specific,3,2,"[卦象]+2
[持续]：自身每回合开始时加1[卦象]","[Hexagram]+2
[Continuous]: At the beginning of your turn, add 1 [Hexagram]"
20028,28,623013,Ultimate Hexagram Base,无极卦盘,0,0,character_specific,3,3,"[卦象]+4
[持续]：自身每回合开始时加1[卦象]","[Hexagram]+4
[Continuous]: At the beginning of your turn, add 1 [Hexagram]"
29,29,625021,Fury Thunder,狂雷电闪,0,0,character_specific,5,1,"施加1层[破绽]
若卡组中有其他名字含“雷”的牌则[再次行动]","Apply 1 [Flaw]
If there are other cards in the deck with ""Thunder"" in their names, [Chase]"
10029,29,625022,Fury Thunder,狂雷电闪,0,0,character_specific,5,2,"施加2层[破绽]
若卡组中有其他名字含“雷”的牌则[再次行动]","Apply 2 [Flaw]
If there are other cards in the deck with ""Thunder"" in their names, [Chase]"
20029,29,625023,Fury Thunder,狂雷电闪,0,0,character_specific,5,3,"施加3层[破绽]
若卡组中有其他名字含“雷”的牌则[再次行动]","Apply 3 [Flaw]
If there are other cards in the deck with ""Thunder"" in their names, [Chase]"
31,31,,Inheritance of Five Elements,五行传承,0,0,character_specific,5,1,[炼化]：获得2张金丹期以上的[五行]牌（优先取卡组首张牌的[五行]）,[Absorb]: Gain 2 [Five Elements] cards (Above Virtuoso Phase and Prioritize cards of the same Element as the first card in deck)
32,32,634021,Overcome with each other,双鸳逆克,0,0,character_specific,4,1,"[灵气]+1
[防]+3
若前一格的牌[五行克制]后一格，则[激活]后一格的[五行]并[再次行动]","[Qi]+1
[DEF]+3
If the card in the previous slot has [Overcoming Interaction of Five Elements] with the next slot, [Activate] the [Five Elements] of the next slot and [Chase]"
10032,32,634022,Overcome with each other,双鸳逆克,0,0,character_specific,4,2,"[灵气]+2
[防]+5
若前一格的牌[五行克制]后一格，则[激活]后一格的[五行]并[再次行动]","[Qi]+2
[DEF]+5
If the card in the previous slot has [Overcoming Interaction of Five Elements] with the next slot, [Activate] the [Five Elements] of the next slot and [Chase]"
20032,32,634023,Overcome with each other,双鸳逆克,0,0,character_specific,4,3,"[灵气]+3
[防]+7
若前一格的牌[五行克制]后一格，则[激活]后一格的[五行]并[再次行动]","[Qi]+3
[DEF]+7
If the card in the previous slot has [Overcoming Interaction of Five Elements] with the next slot, [Activate] the [Five Elements] of the next slot and [Chase]"
33,33,,Dried small fish,小鱼干,0,0,character_specific,1,1,[炼化]：生命上限+1，[命元]+2,"[Absorb]: Max HP+1, [Destiny]+2"
10033,33,,Dried small fish,小鱼干,0,0,character_specific,1,2,[炼化]：生命上限+2，[命元]+4,"[Absorb]: Max HP+2, [Destiny]+4"
20033,33,,Dried small fish,小鱼干,0,0,character_specific,1,3,[炼化]：生命上限+4，[命元]+8,"[Absorb]: Max HP+4, [Destiny]+8"
34,34,,Catnip,猫薄荷,0,0,character_specific,1,1,[炼化]：随机升级手牌或卡组中1张1级牌（优先升级名字含“猫”的牌）,"[Absorb]: Upgrade 1 Level 1 card(s) in your hand or deck randomly (Prioritize upgrading cards with ""Cat"" in their name)"
10034,34,,Catnip,猫薄荷,0,0,character_specific,1,2,[炼化]：随机升级手牌或卡组中2张1级牌（优先升级名字含“猫”的牌）,"[Absorb]: Upgrade 2 Level 1 card(s) in your hand or deck randomly (Prioritize upgrading cards with ""Cat"" in their name)"
20034,34,,Catnip,猫薄荷,0,0,character_specific,1,3,[炼化]：随机升级手牌或卡组中2张2级牌（优先升级名字含“猫”的牌）,"[Absorb]: Upgrade 2 Level 2 card(s) in your hand or deck randomly (Prioritize upgrading cards with ""Cat"" in their name)"
35,35,,Cat Teaser,逗猫棒,0,0,character_specific,1,1,[炼化]：换牌机会+1,[Absorb]: Exchange Card Chance+1
10035,35,,Cat Teaser,逗猫棒,0,0,character_specific,1,2,[炼化]：换牌机会+2,[Absorb]: Exchange Card Chance+2
20035,35,,Cat Teaser,逗猫棒,0,0,character_specific,1,3,[炼化]：换牌机会+4,[Absorb]: Exchange Card Chance+4
36,36,611011,Cloud Sword - Flying Sand,云剑•飞砂,0,0,character_specific,1,1,"5攻
[连云]：施加2层[破绽]","5 ATK
[Cloud Hit]: Apply 2 stacks of [Flaw]"
10036,36,611012,Cloud Sword - Flying Sand,云剑•飞砂,0,0,character_specific,1,2,"8攻
[连云]：施加2层[破绽]","8 ATK
[Cloud Hit]: Apply 2 stacks of [Flaw]"
20036,36,611013,Cloud Sword - Flying Sand,云剑•飞砂,0,0,character_specific,1,3,"9攻
[连云]：施加3层[破绽]","9 ATK
[Cloud Hit]: Apply 3 stacks of [Flaw]"
37,37,611021,Bronze Cat,青铜猫,0,0,character_specific,1,1,"[防]+5
每有1点剑意多加2[防]","[DEF]+5
For each Sword Intent add 2 [DEF]"
10037,37,611022,Bronze Cat,青铜猫,0,0,character_specific,1,2,"[防]+5
每有1点剑意多加3[防]","[DEF]+5
For each Sword Intent add 3 [DEF]"
20037,37,611023,Bronze Cat,青铜猫,0,0,character_specific,1,3,"[防]+5
每有1点剑意多加4[防]","[DEF]+5
For each Sword Intent add 4 [DEF]"
38,38,633011,Kun Wu Metal Ring,锟铻金环,0,0,character_specific,3,1,"[激活土灵]
[激活金灵]
[持续]：每次加[防]或加[锋锐]时多加2点","[Activate Earth Spirit]
[Activate Metal Spirit]
[Continuous]: Whenever you gain [DEF] or [Penetrate], gain 2 additional stacks"
10038,38,633012,Kun Wu Metal Ring,锟铻金环,0,0,character_specific,3,2,"[激活土灵]
[激活金灵]
[持续]：每次加[防]或加[锋锐]时多加3点","[Activate Earth Spirit]
[Activate Metal Spirit]
[Continuous]: Whenever you gain [DEF] or [Penetrate], gain 3 additional stacks"
20038,38,633013,Kun Wu Metal Ring,锟铻金环,0,0,character_specific,3,3,"[激活土灵]
[激活金灵]
[持续]：每次加[防]或加[锋锐]时多加4点","[Activate Earth Spirit]
[Activate Metal Spirit]
[Continuous]: Whenever you gain [DEF] or [Penetrate], gain 4 additional stacks"
45,45,642011,Unceasing Exercising,锻体不息,0,0,character_specific,2,1,"4攻
[体魄]+3
生命+3","4 ATK
[Physique]+3
HP+3"
10045,45,642012,Unceasing Exercising,锻体不息,0,0,character_specific,2,2,"6攻
[体魄]+4
生命+4","6 ATK
[Physique]+4
HP+4"
20045,45,642013,Unceasing Exercising,锻体不息,0,0,character_specific,2,3,"8攻
[体魄]+5
生命+5","8 ATK
[Physique]+5
HP+5"
70,70,642021,Overwhelming Power,盛气凌人,2,0,character_specific,2,1,"[气势]+2
[持续]：每减1点[气势]时向对方造成2伤害","[Force]+2
[Continuous]: whenever you lose 1 [Force], deal 2 damage to your opponent"
10070,70,642022,Overwhelming Power,盛气凌人,2,0,character_specific,2,2,"[气势]+3
[持续]：每减1点[气势]时向对方造成2伤害","[Force]+3
[Continuous]: whenever you lose 1 [Force], deal 2 damage to your opponent"
20070,70,642023,Overwhelming Power,盛气凌人,2,0,character_specific,2,3,"[气势]+4
[持续]：每减1点[气势]时向对方造成2伤害","[Force]+4
[Continuous]: whenever you lose 1 [Force], deal 2 damage to your opponent"
73,73,643011,Gone Crazy,疯魔,0,0,character_specific,3,1,"获得2层[冥]和2层随机[负面状态]
[体魄]+1（每有1层[负面状态]多1，最多加10）","Gain 2 [Styx] and 2 random [Debuff]
[Physique]+1 (increases by 1 for each stack of [Debuff], up to 10)"
10073,73,643012,Gone Crazy,疯魔,0,0,character_specific,3,2,"获得3层[冥]和1层随机[负面状态]
[体魄]+1（每有1层[负面状态]多1，最多加15）","Gain 3 [Styx] and 1 random [Debuff]
[Physique]+1 (increases by 1 for each stack of [Debuff], up to 15)"
20073,73,643013,Gone Crazy,疯魔,0,0,character_specific,3,3,"获得4层[冥]
[体魄]+1（每有1层[负面状态]多1，最多加20）","Gain 4 [Styx]
[Physique]+1 (increases by 1 for each stack of [Debuff], up to 20)"
74,74,644011,Crash Fist - Styx Night,崩拳·冥夜,3,0,character_specific,4,1,"获得3层[冥]
[持续]：使用“崩拳”攻击时，自身每有1层[负面状态]多1攻（最多加6)","Gain 3 [Styx]
[Continuous]: When attacking with ""Crash Fist"", it increases 1 ATK for each stack of [Debuff] you have (up to 6)."
10074,74,644012,Crash Fist - Styx Night,崩拳·冥夜,3,0,character_specific,4,2,"获得4层[冥]
[持续]：使用“崩拳”攻击时，自身每有1层[负面状态]多1攻（最多加9)","Gain 4 [Styx]
[Continuous]: When attacking with ""Crash Fist"", it increases 1 ATK for each stack of [Debuff] you have (up to 9)."
20074,74,644013,Crash Fist - Styx Night,崩拳·冥夜,3,0,character_specific,4,3,"获得5层[冥]
[持续]：使用“崩拳”攻击时，自身每有1层[负面状态]多1攻（最多加12)","Gain 5 [Styx]
[Continuous]: When attacking with ""Crash Fist"", it increases 1 ATK for each stack of [Debuff] you have (up to 12)."
75,75,645011,Styx Moon's Glow,冥月蟾光,0,0,character_specific,5,1,"[体魄]+1
获得2层[冥]
[身法]+10","[Physique]+1
Gain 2 [Styx]
[Agility]+10"
10075,75,645012,Styx Moon's Glow,冥月蟾光,0,0,character_specific,5,2,"[体魄]+2
获得3层[冥]
[身法]+11","[Physique]+2
Gain 3 [Styx]
[Agility]+11"
20075,75,645013,Styx Moon's Glow,冥月蟾光,0,0,character_specific,5,3,"[体魄]+3
获得4层[冥]
[身法]+12","[Physique]+3
Gain 4 [Styx]
[Agility]+12"
81,81,644021,Meditation of Xuan,冥心入玄,0,0,character_specific,4,1,"[体魄]+2
[持续]：自身每回合开始时获得2层[内伤]和[恢复]","[Physique]+2
[Continuous]: At the start of each your turn, you gain 2 [Internal Injury] and 2 [Regeneration]"
10081,81,644022,Meditation of Xuan,冥心入玄,0,0,character_specific,4,2,"[体魄]+3
[持续]：自身每回合开始时获得3层[内伤]和[恢复]","[Physique]+3
[Continuous]: At the start of each your turn, you gain 3 [Internal Injury] and 3 [Regeneration]"
20081,81,644023,Meditation of Xuan,冥心入玄,0,0,character_specific,4,3,"[体魄]+4
[持续]：自身每回合开始时获得4层[内伤]和[恢复]","[Physique]+4
[Continuous]: At the start of each your turn, you gain 4 [Internal Injury] and 4 [Regeneration]"
82,82,645021,Wan Xuan Demon Breaking Palm,万玄破魔掌,0,0,character_specific,5,1,"[体魄]+2
每有20[体魄]就将1层[负面状态]转为[加攻]
3攻×3","[Physique]+2
For every 20 [Physique] convert 1 stack of [Debuff] to [Increase ATK]
3 ATK×3"
10082,82,645022,Wan Xuan Demon Breaking Palm,万玄破魔掌,0,0,character_specific,5,2,"[体魄]+3
每有20[体魄]就将1层[负面状态]转为[加攻]
3攻×4","[Physique]+3
For every 20 [Physique] convert 1 stack of [Debuff] to [Increase ATK]
3 ATK×4"
20082,82,645023,Wan Xuan Demon Breaking Palm,万玄破魔掌,0,0,character_specific,5,3,"[体魄]+4
每有20[体魄]就将1层[负面状态]转为[加攻]
3攻×5","[Physique]+4
For every 20 [Physique] convert 1 stack of [Debuff] to [Increase ATK]
3 ATK×5"
213,213,615031,Yeying Sword Formation,曳影剑阵,0,0,character_specific,5,1,"2攻×2
卡组中每有1张剑阵就追加1次攻击（最多追加3次）
每次[击伤]加3[防]","2 ATK × 2
Make an additional attack for every “Sword Formation” in the deck (up to 3) 
Add 3 [DEF] for every attack that [Injured] the opponent"
10213,213,615032,Yeying Sword Formation,曳影剑阵,0,0,character_specific,5,2,"2攻×2
卡组中每有1张剑阵就追加1次攻击（最多追加4次）
每次[击伤]加3[防]","2 ATK × 2
Make an additional attack for every “Sword Formation” in the deck (up to 4) 
Add 3 [DEF] for every attack that [Injured] the opponent"
20213,213,615033,Yeying Sword Formation,曳影剑阵,0,0,character_specific,5,3,"2攻×3
卡组中每有1张剑阵就追加1次攻击（最多追加4次）
每次[击伤]加3[防]","2 ATK × 3
Make an additional attack for every “Sword Formation” in the deck (up to 4) 
Add 3 [DEF] for every attack that [Injured] the opponent"
214,214,,Jade Scroll of Yin Symbol,阴符玉简,0,0,character_specific,2,1,"[灵气]+1
施加1层[虚弱]和2层[破绽]
[持续]：对方所受[虚弱]和[破绽]效果从40%提升至50%","[Qi]+1
Apply 1 [Weakened] and 2 [Flaw]
[Continuous]: The [Weakened] and [Flaw] effects on the opponent are increased from 40% to 50%."
10214,214,,Jade Scroll of Yin Symbol,阴符玉简,0,0,character_specific,2,2,"[灵气]+1
施加2层[虚弱]和2层[破绽]
[持续]：对方所受[虚弱]和[破绽]效果从40%提升至50%","[Qi]+1
Apply 2 [Weakened] and 2 [Flaw]
[Continuous]: The [Weakened] and [Flaw] effects on the opponent are increased from 40% to 50%."
20214,214,,Jade Scroll of Yin Symbol,阴符玉简,0,0,character_specific,2,3,"[灵气]+1
施加3层[虚弱]和2层[破绽]
[持续]：对方所受[虚弱]和[破绽]效果从40%提升至50%","[Qi]+1
Apply 3 [Weakened] and 2 [Flaw]
[Continuous]: The [Weakened] and [Flaw] effects on the opponent are increased from 40% to 50%."
215,215,,Solitary Void Golden Scroll,孤虚金书,0,0,character_specific,5,1,"[灵气]+2
生命+6
<color=#808080><size=15><i>处孤而击虚，则敌虚即破，实相不存</i></size></color>","[Qi]+2
HP+6"
10215,215,,Solitary Void Golden Scroll,孤虚金书,0,0,character_specific,5,2,"[灵气]+4
[防]+6
<color=#808080><size=15><i>处孤而击虚，则敌虚即破，实相不存</i></size></color>","[Qi]+4
[DEF]+6"
20215,215,,Solitary Void Golden Scroll,孤虚金书,0,0,character_specific,5,3,"[灵气]+4
每有1[灵气]就向对方施加1层[内伤]，然后自身[灵气]减半","[Qi]+4
For each of your [Qi], apply 1 [Internal Injury], then halve your [Qi]."
216,216,,Face Isolation,背孤,0,0,character_specific,5,1,"自身下1次被攻击时，先向对方施加1层[虚弱]
[再次行动]","When you are attacked next time, apply 1 [Weakened] to the opponent
[Chase]"
217,217,,Strike Vacuity,击虚,0,0,character_specific,5,1,"自身下1次攻击时，先向对方施加1层[破绽]
[再次行动]","When you attack next time, apply 1 [Flaw] to the opponent
[Chase]"
